time_s,ecg_mv
0.44400,0.07691
0.44800,0.04885
0.45200,0.08283
0.45600,0.09612
0.46000,0.04419
0.46400,0.09154
0.46800,0.07898
0.47200,0.05495
0.47600,0.01865
0.48000,0.08601
0.48400,0.05588
0.48800,0.04577
0.49200,0.06591
0.49600,0.06623
0.50000,0.08814
0.50400,0.03793
0.50800,0.08121
0.51200,0.08840
0.51600,0.08786
0.52000,0.05536
0.52400,0.04423
0.52800,0.07956
0.53200,0.06141
0.53600,0.06110
0.54000,0.08569
0.54400,0.04871
0.54800,0.00173
0.55200,0.02927
0.55600,-0.01539
0.56000,0.02021
0.56400,-0.00386
0.56800,-0.02107
0.57200,0.02377
0.57600,0.12173
0.58000,0.24709
0.58400,0.46865
0.58800,0.66997
0.59200,0.90984
0.59600,1.07230
0.60000,1.11974
0.60400,0.99407
0.60800,0.83821
0.61200,0.53519
0.61600,0.29744
0.62000,0.06642
0.62400,-0.02091
0.62800,-0.14569
0.63200,-0.14250
0.63600,-0.12849
0.64000,-0.08780
0.64400,-0.05676
0.64800,-0.00246
0.65200,0.05783
0.65600,0.04300
0.66000,0.06552
0.66400,0.08268
0.66800,0.06357
0.67200,0.04584
0.67600,0.06304
0.68000,0.09894
0.68400,0.04839
0.68800,0.07396
0.69200,0.11155
0.69600,0.11376
0.70000,0.10568
0.70400,0.13048
0.70800,0.12782
0.71200,0.11237
0.71600,0.11745
0.72000,0.15003
0.72400,0.19655
0.72800,0.18315
0.73200,0.19366
0.73600,0.21418
0.74000,0.21718
0.74400,0.26369
0.74800,0.26028
0.75200,0.30820
0.75600,0.26957
0.76000,0.33757
0.76400,0.33045
0.76800,0.31438
0.77200,0.37505
0.77600,0.35956
0.78000,0.32204
0.78400,0.34771
0.78800,0.36666
0.79200,0.34447
0.79600,0.35945
0.80000,0.34668
0.80400,0.33094
0.80800,0.30844
0.81200,0.31168
0.81600,0.28051
0.82000,0.25826
0.82400,0.18947
0.82800,0.23134
0.83200,0.22249
0.83600,0.17414
0.84000,0.15554
0.84400,0.18980
0.84800,0.10319
0.85200,0.13642
0.85600,0.16553
0.86000,0.08980
0.86400,0.11466
0.86800,0.13224
0.87200,0.08677
0.87600,0.09597
0.88000,0.09917
0.88400,0.06007
0.88800,0.07406
0.89200,0.07984
0.89600,0.08904
0.90000,0.07073
0.90400,0.06666
0.90800,0.04961
0.91200,0.06227
0.91600,0.08694
0.92000,0.07089
0.92400,0.05161
0.92800,0.05172
0.93200,0.12180
0.93600,0.09121
0.94000,0.08112
0.94400,0.01649
0.94800,0.08076
0.95200,0.07794
0.95600,0.10200
0.96000,0.07687
0.96400,0.06697
0.96800,0.07876
0.97200,0.02943
0.97600,0.08898
0.98000,0.07481
0.98400,0.05426
0.98800,0.09481
0.99200,0.10448
0.99600,0.04023
1.00000,0.05494
1.00400,0.07408
1.00800,0.07191
1.01200,0.06026
1.01600,0.04873
1.02000,0.11061
1.02400,0.08893
1.02800,0.04427
1.03200,0.04124
1.03600,0.10217
1.04000,0.08787
1.04400,0.10448
1.04800,0.08424
1.05200,0.05056
1.05600,0.07319
1.06000,0.02474
1.06400,0.05295
1.06800,0.06670
1.07200,0.07829
1.07600,0.05325
1.08000,0.06528
1.08400,0.07689
1.08800,0.07522
1.09200,0.08040
1.09600,0.07177
1.10000,0.06107
1.10400,0.08328
1.10800,0.06844
1.11200,0.05088
1.11600,0.05483
1.12000,0.06729
1.12400,0.06505
1.12800,0.07033
1.13200,0.06712
1.13600,0.07059
1.14000,0.06433
1.14400,0.04179
1.14800,0.07532
1.15200,0.08791
1.15600,0.07546
1.16000,0.06292
1.16400,0.07556
1.16800,0.04725
1.17200,0.02857
1.17600,0.06762
1.18000,0.04774
1.18400,0.08108
1.18800,0.04452
1.19200,0.01356
1.19600,0.04526
1.20000,0.09753
1.20400,0.05825
1.20800,0.03842
1.21200,0.05046
1.21600,0.07606
1.22000,0.07549
1.22400,0.06901
1.22800,0.09506
1.23200,0.07942
1.23600,0.06479
1.24000,0.07705
1.24400,0.09811
1.24800,0.08435
1.25200,0.08531
1.25600,0.04308
1.26000,0.06167
1.26400,0.07914
1.26800,0.05851
1.27200,0.08572
1.27600,0.07616
1.28000,0.08230
1.28400,0.05978
1.28800,0.11485
1.29200,0.08862
1.29600,0.05941
1.30000,0.06542
1.30400,0.11541
1.30800,0.05655
1.31200,0.08081
1.31600,0.08288
1.32000,0.06337
1.32400,0.03993
1.32800,0.06715
1.33200,0.07086
1.33600,0.08674
1.34000,0.08058
1.34400,0.06659
1.34800,0.08489
1.35200,0.08101
1.35600,0.07757
1.36000,0.07877
1.36400,0.07809
1.36800,0.10310
1.37200,0.07582
1.37600,0.09282
1.38000,0.11470
1.38400,0.09485
1.38800,0.12482
1.39200,0.10209
1.39600,0.13612
1.40000,0.16690
1.40400,0.17044
1.40800,0.15915
1.41200,0.15419
1.41600,0.12664
1.42000,0.18550
1.42400,0.15148
1.42800,0.15403
1.43200,0.10483
1.43600,0.10896
1.44000,0.06680
1.44400,0.11003
1.44800,0.10532
1.45200,0.04197
1.45600,0.07331
1.46000,0.08247
1.46400,0.03111
1.46800,0.02717
1.47200,0.04039
1.47600,0.04765
1.48000,0.03113
1.48400,0.05907
1.48800,0.06288
1.49200,0.07017
1.49600,0.07122
1.50000,0.08699
1.50400,0.08001
1.50800,0.03030
1.51200,0.04625
1.51600,0.03498
1.52000,0.03449
1.52400,0.05423
1.52800,0.05579
1.53200,0.06530
1.53600,0.02351
1.54000,0.03009
1.54400,0.05356
1.54800,0.04830
1.55200,0.04251
1.55600,0.04083
1.56000,0.01592
1.56400,0.02949
1.56800,0.00438
1.57200,-0.01882
1.57600,-0.02946
1.58000,0.01298
1.58400,0.04282
1.58800,0.21775
1.59200,0.43441
1.59600,0.63235
1.60000,0.88393
1.60400,1.03602
1.60800,1.05027
1.61200,0.99246
1.61600,0.80399
1.62000,0.57125
1.62400,0.32037
1.62800,0.09367
1.63200,-0.07091
1.63600,-0.13584
1.64000,-0.15577
1.64400,-0.12248
1.64800,-0.09417
1.65200,-0.07252
1.65600,-0.04766
1.66000,0.00080
1.66400,0.01326
1.66800,0.01831
1.67200,0.04569
1.67600,0.04275
1.68000,0.05788
1.68400,0.06906
1.68800,0.05335
1.69200,0.11166
1.69600,0.06304
1.70000,0.09669
1.70400,0.08330
1.70800,0.11053
1.71200,0.04923
1.71600,0.09156
1.72000,0.12269
1.72400,0.14229
1.72800,0.19076
1.73200,0.16548
1.73600,0.20071
1.74000,0.20740
1.74400,0.22862
1.74800,0.23782
1.75200,0.24243
1.75600,0.27329
1.76000,0.25831
1.76400,0.31907
1.76800,0.28907
1.77200,0.32639
1.77600,0.37348
1.78000,0.33366
1.78400,0.34276
1.78800,0.36693
1.79200,0.34250
1.79600,0.32117
1.80000,0.33503
1.80400,0.33144
1.80800,0.32161
1.81200,0.27759
1.81600,0.31212
1.82000,0.29324
1.82400,0.24231
1.82800,0.22898
1.83200,0.19670
1.83600,0.21555
1.84000,0.15581
1.84400,0.16691
1.84800,0.12843
1.85200,0.10996
1.85600,0.12532
1.86000,0.12606
1.86400,0.08895
1.86800,0.06666
1.87200,0.08870
1.87600,0.06488
1.88000,0.06650
1.88400,0.08608
1.88800,0.07439
1.89200,0.03818
1.89600,0.09167
1.90000,0.04397
1.90400,0.05794
1.90800,0.02792
1.91200,0.03889
1.91600,0.00392
1.92000,0.07394
1.92400,0.06495
1.92800,0.01285
1.93200,0.00665
1.93600,0.00398
1.94000,0.05961
1.94400,0.02663
1.94800,0.03435
1.95200,0.02906
1.95600,0.03266
1.96000,0.01310
1.96400,0.03513
1.96800,0.00567
1.97200,0.03279
1.97600,0.04018
1.98000,0.04315
1.98400,0.02895
1.98800,0.01530
1.99200,0.03636
1.99600,0.02326
2.00000,0.06406
2.00400,0.04789
2.00800,0.03002
2.01200,0.02270
2.01600,0.01786
2.02000,0.01296
2.02400,0.02443
2.02800,0.03718
2.03200,0.04138
2.03600,0.04224
2.04000,0.07263
2.04400,0.01635
2.04800,0.03050
2.05200,0.08592
2.05600,-0.00752
2.06000,0.01918
2.06400,0.03280
2.06800,0.03229
2.07200,0.03715
2.07600,0.02401
2.08000,0.03590
2.08400,0.02942
2.08800,0.04358
2.09200,-0.00990
2.09600,0.01004
2.10000,0.02749
2.10400,0.00669
2.10800,0.00623
2.11200,0.03947
2.11600,0.01371
2.12000,0.03920
2.12400,0.04121
2.12800,0.03222
2.13200,0.03604
2.13600,0.02358
2.14000,-0.00272
2.14400,0.02466
2.14800,0.03414
2.15200,0.01426
2.15600,0.02265
2.16000,0.03942
2.16400,0.00667
2.16800,0.03683
2.17200,0.06108
2.17600,0.01253
2.18000,0.02635
2.18400,0.02020
2.18800,0.05381
2.19200,0.02913
2.19600,0.04056
2.20000,0.00860
2.20400,0.02187
2.20800,0.02179
2.21200,-0.01373
2.21600,0.05040
2.22000,0.03937
2.22400,-0.01380
2.22800,0.03587
2.23200,0.01816
2.23600,0.02955
2.24000,0.02771
2.24400,-0.00980
2.24800,0.01574
2.25200,0.04963
2.25600,0.00808
2.26000,-0.00108
2.26400,-0.00801
2.26800,-0.00544
2.27200,0.02549
2.27600,0.05243
2.28000,0.02697
2.28400,0.02310
2.28800,0.06266
2.29200,0.00740
2.29600,0.00411
2.30000,0.02797
2.30400,0.02817
2.30800,-0.00329
2.31200,-0.00659
2.31600,0.02244
2.32000,0.02138
2.32400,-0.00988
2.32800,0.01205
2.33200,0.00510
2.33600,0.02505
2.34000,0.01347
2.34400,0.01413
2.34800,0.00898
2.35200,0.03752
2.35600,0.04496
2.36000,0.01092
2.36400,0.03683
2.36800,0.00708
2.37200,0.02684
2.37600,0.04455
2.38000,0.06506
2.38400,0.03349
2.38800,0.04713
2.39200,0.06097
2.39600,0.03622
2.40000,0.07598
2.40400,0.07149
2.40800,0.10112
2.41200,0.07854
2.41600,0.06730
2.42000,0.11114
2.42400,0.11667
2.42800,0.09902
2.43200,0.12387
2.43600,0.09456
2.44000,0.08008
2.44400,0.09270
2.44800,0.04206
2.45200,0.05002
2.45600,0.05364
2.46000,0.06223
2.46400,0.03416
2.46800,0.03685
2.47200,0.01197
2.47600,0.02660
2.48000,0.05029
2.48400,0.00059
2.48800,0.05962
2.49200,-0.00206
2.49600,0.01009
2.50000,0.01243
2.50400,0.02889
2.50800,-0.01676
2.51200,-0.03436
2.51600,0.01950
2.52000,0.02306
2.52400,0.01942
2.52800,0.05936
2.53200,0.01067
2.53600,0.01146
2.54000,0.02479
2.54400,0.01340
2.54800,0.03910
2.55200,-0.01919
2.55600,-0.00235
2.56000,-0.06456
2.56400,0.01884
2.56800,-0.00842
2.57200,0.01087
2.57600,0.02449
2.58000,-0.03436
2.58400,-0.05750
2.58800,-0.07676
2.59200,-0.08248
2.59600,-0.04585
2.60000,0.06034
2.60400,0.18842
2.60800,0.38530
2.61200,0.60928
2.61600,0.84856
2.62000,0.99329
2.62400,1.02533
2.62800,0.96113
2.63200,0.75760
2.63600,0.48938
2.64000,0.28764
2.64400,0.05411
2.64800,-0.12260
2.65200,-0.16093
2.65600,-0.19709
2.66000,-0.21797
2.66400,-0.11735
2.66800,-0.10087
2.67200,-0.05219
2.67600,-0.03721
2.68000,-0.02432
2.68400,-0.03980
2.68800,0.01809
2.69200,0.00385
2.69600,0.00075
2.70000,0.01634
2.70400,0.01394
2.70800,0.02947
2.71200,0.01287
2.71600,0.02478
2.72000,-0.01103
2.72400,0.03065
2.72800,0.06122
2.73200,0.08431
2.73600,0.06149
2.74000,0.07887
2.74400,0.12680
2.74800,0.10365
2.75200,0.14096
2.75600,0.17685
2.76000,0.16172
2.76400,0.20345
2.76800,0.18268
2.77200,0.21864
2.77600,0.22975
2.78000,0.24921
2.78400,0.28352
2.78800,0.32075
2.79200,0.26936
2.79600,0.27827
2.80000,0.30402
2.80400,0.27431
2.80800,0.30370
2.81200,0.30060
2.81600,0.27620
2.82000,0.28236
2.82400,0.22842
2.82800,0.26028
2.83200,0.19827
2.83600,0.19812
2.84000,0.18302
2.84400,0.16784
2.84800,0.17475
2.85200,0.14127
2.85600,0.11438
2.86000,0.11677
2.86400,0.12218
2.86800,0.07655
2.87200,0.07091
2.87600,0.07688
2.88000,0.04727
2.88400,0.00735
2.88800,0.07516
2.89200,0.06298
2.89600,-0.02641
2.90000,0.00790
2.90400,0.01322
2.90800,0.02108
2.91200,0.01262
2.91600,-0.00823
2.92000,-0.02548
2.92400,-0.00363
2.92800,0.01396
2.93200,-0.02931
2.93600,-0.02870
2.94000,-0.00916
2.94400,-0.04783
2.94800,-0.01463
2.95200,-0.01844
2.95600,-0.00093
2.96000,-0.02419
2.96400,-0.02799
2.96800,-0.01841
2.97200,-0.01169
2.97600,-0.02414
2.98000,-0.01075
2.98400,0.00386
2.98800,0.01242
2.99200,0.02267
2.99600,-0.02724
3.00000,-0.02011
3.00400,-0.06151
3.00800,0.02599
3.01200,-0.02663
3.01600,-0.01294
3.02000,-0.00196
3.02400,-0.03972
3.02800,-0.00341
3.03200,-0.01335
3.03600,-0.04948
3.04000,-0.00726
3.04400,0.01065
3.04800,-0.05073
3.05200,0.00263
3.05600,-0.00946
3.06000,-0.00429
3.06400,-0.00509
3.06800,0.01202
3.07200,-0.01867
3.07600,0.00314
3.08000,-0.02267
3.08400,-0.00005
3.08800,-0.03102
3.09200,-0.01704
3.09600,0.01961
3.10000,-0.00623
3.10400,-0.01845
3.10800,-0.03831
3.11200,-0.03135
3.11600,-0.01181
3.12000,0.00297
3.12400,-0.00743
3.12800,-0.00561
3.13200,-0.01706
3.13600,0.01068
3.14000,-0.02431
3.14400,-0.02762
3.14800,0.00100
3.15200,-0.01562
3.15600,-0.02260
3.16000,-0.02868
3.16400,-0.02243
3.16800,-0.00496
3.17200,-0.01049
3.17600,-0.04189
3.18000,-0.00930
3.18400,-0.01438
3.18800,-0.03810
3.19200,-0.00277
3.19600,-0.02397
3.20000,-0.02520
3.20400,-0.00271
3.20800,0.00766
3.21200,-0.03266
3.21600,-0.01026
3.22000,-0.03668
3.22400,0.02700
3.22800,-0.02930
3.23200,0.00435
3.23600,-0.03263
3.24000,-0.00359
3.24400,0.02443
3.24800,-0.07089
3.25200,-0.02888
3.25600,-0.01030
3.26000,-0.02227
3.26400,-0.03386
3.26800,0.02251
3.27200,-0.01893
3.27600,-0.05329
3.28000,-0.00307
3.28400,-0.05412
3.28800,0.00409
3.29200,-0.02931
3.29600,-0.01315
3.30000,0.01156
3.30400,-0.00807
3.30800,-0.03405
3.31200,-0.03486
3.31600,0.02914
3.32000,0.02782
3.32400,0.00518
3.32800,0.04789
3.33200,0.05017
3.33600,0.06259
3.34000,0.01320
3.34400,0.05984
3.34800,0.08965
3.35200,0.08990
3.35600,0.09400
3.36000,0.02582
3.36400,0.07450
3.36800,0.07494
3.37200,0.10836
3.37600,0.02925
3.38000,0.03207
3.38400,0.02957
3.38800,0.03712
3.39200,0.00178
3.39600,0.02580
3.40000,-0.01959
3.40400,-0.00404
3.40800,-0.02439
3.41200,-0.01417
3.41600,-0.03381
3.42000,-0.05391
3.42400,-0.00153
3.42800,-0.01835
3.43200,-0.03632
3.43600,-0.02165
3.44000,-0.00624
3.44400,-0.04587
3.44800,-0.02875
3.45200,-0.01595
3.45600,-0.01637
3.46000,-0.03374
3.46400,-0.06932
3.46800,-0.00246
3.47200,-0.02089
3.47600,-0.02733
3.48000,-0.03332
3.48400,-0.02269
3.48800,-0.03684
3.49200,-0.04960
3.49600,-0.04561
3.50000,-0.04627
3.50400,-0.05318
3.50800,-0.07505
3.51200,-0.05476
3.51600,-0.11181
3.52000,-0.08674
3.52400,-0.11915
3.52800,-0.05928
3.53200,0.04199
3.53600,0.15873
3.54000,0.33638
3.54400,0.58077
3.54800,0.80032
3.55200,0.91586
3.55600,0.98318
3.56000,0.91829
3.56400,0.71849
3.56800,0.48129
3.57200,0.24051
3.57600,0.02747
3.58000,-0.11798
3.58400,-0.20334
3.58800,-0.24232
3.59200,-0.21960
3.59600,-0.18748
3.60000,-0.14628
3.60400,-0.10607
3.60800,-0.10808
3.61200,-0.06039
3.61600,-0.04168
3.62000,-0.05316
3.62400,-0.02954
3.62800,-0.01550
3.63200,-0.02622
3.63600,0.02168
3.64000,-0.06837
3.64400,-0.01602
3.64800,-0.04315
3.65200,0.01922
3.65600,0.06010
3.66000,-0.03442
3.66400,0.02807
3.66800,0.04712
3.67200,0.04324
3.67600,0.07417
3.68000,0.03334
3.68400,0.11138
3.68800,0.11880
3.69200,0.12948
3.69600,0.13528
3.70000,0.17779
3.70400,0.17294
3.70800,0.20394
3.71200,0.20491
3.71600,0.18421
3.72000,0.24057
3.72400,0.25497
3.72800,0.27313
3.73200,0.24483
3.73600,0.26306
3.74000,0.27443
3.74400,0.26041
3.74800,0.27496
3.75200,0.27994
3.75600,0.20962
3.76000,0.17507
3.76400,0.21471
3.76800,0.21107
3.77200,0.18104
3.77600,0.16060
3.78000,0.11368
3.78400,0.09385
3.78800,0.10859
3.79200,0.05618
3.79600,0.02281
3.80000,0.02501
3.80400,0.08198
3.80800,0.05912
3.81200,-0.00324
3.81600,-0.01297
3.82000,-0.00142
3.82400,-0.02757
3.82800,0.00810
3.83200,-0.02426
3.83600,-0.04821
3.84000,-0.00341
3.84400,-0.04377
3.84800,-0.02970
3.85200,-0.03599
3.85600,-0.04330
3.86000,-0.03153
3.86400,-0.05267
3.86800,-0.07635
3.87200,-0.08412
3.87600,-0.06570
3.88000,-0.05587
3.88400,-0.04143
3.88800,-0.04010
3.89200,-0.03029
3.89600,-0.03920
3.90000,-0.05763
3.90400,-0.05610
3.90800,-0.08445
3.91200,-0.04560
3.91600,-0.03266
3.92000,-0.03190
3.92400,-0.04506
3.92800,-0.04625
3.93200,-0.02418
3.93600,-0.04273
3.94000,-0.02842
3.94400,-0.03166
3.94800,-0.03918
3.95200,-0.01745
3.95600,-0.05517
3.96000,-0.05102
3.96400,-0.06014
3.96800,-0.06006
3.97200,-0.01312
3.97600,-0.00919
3.98000,-0.04405
3.98400,-0.03328
3.98800,-0.02127
3.99200,-0.02876
3.99600,-0.02093
4.00000,-0.07043
4.00400,-0.05809
4.00800,-0.03638
4.01200,-0.01686
4.01600,-0.04362
4.02000,-0.06300
4.02400,-0.05305
4.02800,-0.05931
4.03200,-0.06339
4.03600,-0.01633
4.04000,-0.05900
4.04400,-0.04621
4.04800,-0.00350
4.05200,-0.02318
4.05600,-0.04028
4.06000,-0.05937
4.06400,-0.03906
4.06800,-0.01496
4.07200,-0.03506
4.07600,-0.02242
4.08000,-0.04582
4.08400,-0.03758
4.08800,-0.05206
4.09200,-0.03963
4.09600,-0.02228
4.10000,-0.07704
4.10400,-0.04980
4.10800,-0.04387
4.11200,-0.06022
4.11600,-0.05509
4.12000,-0.03332
4.12400,-0.00915
4.12800,-0.03672
4.13200,-0.04291
4.13600,-0.08058
4.14000,-0.01113
4.14400,-0.04826
4.14800,-0.05060
4.15200,-0.07242
4.15600,-0.05131
4.16000,-0.07222
4.16400,-0.04900
4.16800,-0.04121
4.17200,-0.05004
4.17600,-0.04518
4.18000,-0.06793
4.18400,-0.02240
4.18800,-0.06415
4.19200,-0.08752
4.19600,-0.05494
4.20000,-0.06643
4.20400,-0.07123
4.20800,-0.05786
4.21200,-0.04446
4.21600,-0.07315
4.22000,-0.05108
4.22400,-0.01807
4.22800,-0.03054
4.23200,-0.04400
4.23600,-0.03418
4.24000,-0.03383
4.24400,-0.02595
4.24800,-0.00281
4.25200,-0.01080
4.25600,-0.04782
4.26000,0.00939
4.26400,0.00146
4.26800,0.04103
4.27200,0.02332
4.27600,0.04427
4.28000,0.08846
4.28400,0.02514
4.28800,0.02220
4.29200,0.01263
4.29600,-0.01303
4.30000,-0.01045
4.30400,0.02543
4.30800,-0.00426
4.31200,-0.03864
4.31600,-0.04037
4.32000,-0.00710
4.32400,-0.04271
4.32800,-0.04120
4.33200,-0.03277
4.33600,-0.01669
4.34000,-0.00846
4.34400,-0.02926
4.34800,-0.04898
4.35200,-0.04957
4.35600,-0.01820
4.36000,-0.02637
4.36400,-0.06164
4.36800,-0.04662
4.37200,-0.05028
4.37600,-0.05516
4.38000,-0.06636
4.38400,-0.08302
4.38800,-0.06728
4.39200,-0.08759
4.39600,-0.03233
4.40000,-0.04617
4.40400,-0.08112
4.40800,-0.02920
4.41200,-0.03946
4.41600,-0.09579
4.42000,-0.02153
4.42400,-0.04382
4.42800,-0.02221
4.43200,-0.09468
4.43600,-0.07034
4.44000,-0.08805
4.44400,-0.11057
4.44800,-0.12545
4.45200,-0.10668
4.45600,-0.12506
4.46000,-0.03913
4.46400,0.09804
4.46800,0.31115
4.47200,0.53905
4.47600,0.77612
4.48000,0.92732
4.48400,0.96747
4.48800,0.87306
4.49200,0.69066
4.49600,0.47043
4.50000,0.21284
4.50400,-0.01405
4.50800,-0.17069
4.51200,-0.21214
4.51600,-0.27647
4.52000,-0.23422
4.52400,-0.18689
4.52800,-0.17317
4.53200,-0.11375
4.53600,-0.12362
4.54000,-0.06112
4.54400,-0.06479
4.54800,-0.09293
4.55200,-0.04312
4.55600,-0.07103
4.56000,-0.02460
4.56400,-0.06067
4.56800,-0.04670
4.57200,-0.03332
4.57600,-0.04031
4.58000,-0.02212
4.58400,-0.03092
4.58800,0.00227
4.59200,-0.00108
4.59600,0.01433
4.60000,-0.03232
4.60400,0.05989
4.60800,0.05245
4.61200,0.03238
4.61600,0.08705
4.62000,0.11223
4.62400,0.14239
4.62800,0.11740
4.63200,0.18770
4.63600,0.17050
4.64000,0.23730
4.64400,0.20060
4.64800,0.22927
4.65200,0.21816
4.65600,0.21039
4.66000,0.25905
4.66400,0.25670
4.66800,0.26781
4.67200,0.24969
4.67600,0.21379
4.68000,0.18211
4.68400,0.19013
4.68800,0.17544
4.69200,0.15683
4.69600,0.16778
4.70000,0.14491
4.70400,0.11479
4.70800,0.10548
4.71200,0.08129
4.71600,0.07127
4.72000,0.06576
4.72400,0.05468
4.72800,0.00777
4.73200,-0.02136
4.73600,0.02595
4.74000,-0.01035
4.74400,0.00071
4.74800,-0.06181
4.75200,-0.04196
4.75600,-0.04021
4.76000,-0.07406
4.76400,-0.05922
4.76800,-0.03739
4.77200,-0.03270
4.77600,-0.02428
4.78000,-0.07492
4.78400,-0.08682
4.78800,-0.04927
4.79200,-0.04154
4.79600,-0.05699
4.80000,-0.08725
4.80400,-0.04585
4.80800,-0.04584
4.81200,-0.05076
4.81600,-0.07167
4.82000,-0.05592
4.82400,-0.04623
4.82800,-0.07324
4.83200,-0.09896
4.83600,-0.05552
4.84000,-0.05248
4.84400,-0.06182
4.84800,-0.04430
4.85200,-0.07381
4.85600,-0.06371
4.86000,-0.06815
4.86400,-0.05061
4.86800,-0.03010
4.87200,-0.06702
4.87600,-0.02088
4.88000,-0.03138
4.88400,-0.04612
4.88800,-0.05017
4.89200,-0.02647
4.89600,-0.06547
4.90000,-0.06407
4.90400,-0.08306
4.90800,-0.05232
4.91200,-0.03485
4.91600,-0.05107
4.92000,-0.05322
4.92400,-0.06566
4.92800,-0.05822
4.93200,-0.09007
4.93600,-0.04056
4.94000,-0.06969
4.94400,-0.08355
4.94800,-0.07644
4.95200,-0.07786
4.95600,-0.04422
4.96000,-0.04011
4.96400,-0.08838
4.96800,-0.04266
4.97200,-0.04337
4.97600,-0.07267
4.98000,-0.09076
4.98400,-0.07588
4.98800,-0.07359
4.99200,-0.05401
4.99600,-0.06796
5.00000,-0.10131
5.00400,-0.05601
5.00800,-0.09131
5.01200,-0.04245
5.01600,-0.08463
5.02000,-0.07429
5.02400,-0.07745
5.02800,-0.07115
5.03200,-0.03427
5.03600,-0.04311
5.04000,-0.04805
5.04400,-0.05362
5.04800,-0.09089
5.05200,-0.07027
5.05600,-0.07082
5.06000,-0.07925
5.06400,-0.04944
5.06800,-0.07436
5.07200,-0.07365
5.07600,-0.08026
5.08000,-0.10044
5.08400,-0.04730
5.08800,-0.03250
5.09200,-0.05553
5.09600,-0.07847
5.10000,-0.11294
5.10400,-0.05529
5.10800,-0.03433
5.11200,-0.05261
5.11600,-0.03991
5.12000,-0.02879
5.12400,-0.03571
5.12800,-0.06697
5.13200,-0.03697
5.13600,-0.04238
5.14000,-0.08847
5.14400,-0.06564
5.14800,-0.08575
5.15200,-0.05911
5.15600,-0.04486
5.16000,-0.07708
5.16400,-0.09583
5.16800,-0.02733
5.17200,-0.04380
5.17600,-0.01928
5.18000,-0.07170
5.18400,-0.01956
5.18800,0.00625
5.19200,0.01159
5.19600,-0.02497
5.20000,-0.00664
5.20400,-0.00565
5.20800,0.02720
5.21200,0.03765
5.21600,0.02763
5.22000,0.00648
5.22400,0.05451
5.22800,0.03414
5.23200,0.05752
5.23600,0.04908
5.24000,0.07270
5.24400,0.05723
5.24800,0.01797
5.25200,0.02524
5.25600,0.04415
5.26000,-0.01140
5.26400,-0.00117
5.26800,0.00550
5.27200,-0.00068
5.27600,-0.02185
5.28000,-0.06389
5.28400,-0.06689
5.28800,-0.03992
5.29200,-0.03949
5.29600,0.00203
5.30000,-0.06729
5.30400,-0.02804
5.30800,-0.03582
5.31200,-0.08489
5.31600,-0.06790
5.32000,-0.04820
5.32400,-0.06132
5.32800,-0.05442
5.33200,-0.04179
5.33600,-0.06723
5.34000,-0.04155
5.34400,-0.06343
5.34800,-0.06143
5.35200,-0.03963
5.35600,-0.06169
5.36000,-0.04438
5.36400,-0.01819
5.36800,-0.05011
5.37200,-0.05496
5.37600,-0.04054
5.38000,-0.06884
